"fecha","encuestadora","muestra","party","percentage_points"
2022-12-28,"GOP y Trespuntozero​",1300,"Unidad popular",17.6
2022-12-28,"GOP y Trespuntozero​",1300,"Movimiento construye",NA
2022-12-28,"GOP y Trespuntozero​",1300,"Movimiento Reto",1.3
2022-12-28,"GOP y Trespuntozero​",1300,"Otros - Blanco - Indecisos",15
2022-12-24,"Opinaia​",2000,"Revolucion ciudadana",24
2022-12-24,"Opinaia​",2000,"Avanza",22
2022-12-24,"Opinaia​",2000,"Unidad popular",23
2022-12-24,"Opinaia​",2000,"Movimiento construye",NA
2022-12-24,"Opinaia​",2000,"Movimiento Reto",3
2022-12-24,"Opinaia​",2000,"Otros - Blanco - Indecisos",19
2022-12-21,"Management & Fit​",2200,"Revolucion ciudadana",24.7
2022-12-21,"Management & Fit​",2200,"Avanza",20.1
2022-12-21,"Management & Fit​",2200,"Unidad popular",24
2022-12-21,"Management & Fit​",2200,"Movimiento construye",NA
2022-12-21,"Management & Fit​",2200,"Movimiento Reto",NA
2022-12-21,"Management & Fit​",2200,"Otros - Blanco - Indecisos",22.2
2022-12-17,"Solmoirago​",2200,"Revolucion ciudadana",28.4
2022-12-17,"Solmoirago​",2200,"Avanza",23.9
2022-12-17,"Solmoirago​",2200,"Unidad popular",19.7
2022-12-17,"Solmoirago​",2200,"Movimiento construye",NA
2022-12-17,"Solmoirago​",2200,"Movimiento Reto",1.2
2022-12-17,"Solmoirago​",2200,"Otros - Blanco - Indecisos",17.8
2022-12-17,"Solmoirago​",2200,"Revolucion ciudadana",29.6
2022-12-17,"Solmoirago​",2200,"Avanza",24.3
2022-12-17,"Solmoirago​",2200,"Unidad popular",21.5
2022-12-17,"Solmoirago​",2200,"Movimiento construye",NA
2022-12-17,"Solmoirago​",2200,"Movimiento Reto",1.1
2022-12-17,"Solmoirago​",2200,"Otros - Blanco - Indecisos",14.5
2022-12-17,"Solmoirago​",2200,"Revolucion ciudadana",27.4
2022-12-17,"Solmoirago​",2200,"Avanza",29.6
2022-12-17,"Solmoirago​",2200,"Unidad popular",18.9
2022-12-17,"Solmoirago​",2200,"Movimiento construye",NA
2022-12-17,"Solmoirago​",2200,"Movimiento Reto",1.2
2022-12-17,"Solmoirago​",2200,"Otros - Blanco - Indecisos",13.9
2022-12-16,"IPD​",1015,"Revolucion ciudadana",25
2022-12-16,"IPD​",1015,"Avanza",27
2022-12-16,"IPD​",1015,"Unidad popular",22
2022-12-16,"IPD​",1015,"Movimiento construye",NA
2022-12-16,"IPD​",1015,"Movimiento Reto",5
2022-12-16,"IPD​",1015,"Otros - Blanco - Indecisos",12
2022-12-16,"IPD​",1015,"Revolucion ciudadana",33
2022-12-16,"IPD​",1015,"Avanza",26
2022-12-16,"IPD​",1015,"Unidad popular",20
2022-12-16,"IPD​",1015,"Movimiento construye",NA
2022-12-16,"IPD​",1015,"Movimiento Reto",4
2022-12-16,"IPD​",1015,"Otros - Blanco - Indecisos",8
2022-11-17,"IPD​",1030,"Revolucion ciudadana",33
2022-11-17,"IPD​",1030,"Avanza",26
2022-11-17,"IPD​",1030,"Unidad popular",18
2022-11-17,"IPD​",1030,"Movimiento construye",NA
2022-11-17,"IPD​",1030,"Movimiento Reto",4
2022-11-17,"IPD​",1030,"Otros - Blanco - Indecisos",10
2022-11-16,"Solmoirago​",1800,"Revolucion ciudadana",23.5
2022-11-16,"Solmoirago​",1800,"Avanza",25
2022-11-16,"Solmoirago​",1800,"Unidad popular",14.8
2022-11-16,"Solmoirago​",1800,"Movimiento construye",NA
2022-11-16,"Solmoirago​",1800,"Movimiento Reto",1.4
2022-11-16,"Solmoirago​",1800,"Otros - Blanco - Indecisos",26.3
2022-11-10,"Opina Argentina​",1100,"Revolucion ciudadana",29
2022-11-10,"Opina Argentina​",1100,"Avanza",27
2022-11-10,"Opina Argentina​",1100,"Unidad popular",16
2022-11-10,"Opina Argentina​",1100,"Movimiento construye",NA
2022-11-10,"Opina Argentina​",1100,"Movimiento Reto",4
2022-11-10,"Opina Argentina​",1100,"Otros - Blanco - Indecisos",15
2022-11-03,"Management & Fit​",2200,"Revolucion ciudadana",25
2022-11-03,"Management & Fit​",2200,"Avanza",21.2
2022-11-03,"Management & Fit​",2200,"Unidad popular",21.5
2022-11-03,"Management & Fit​",2200,"Movimiento construye",NA
2022-11-03,"Management & Fit​",2200,"Movimiento Reto",3.8
2022-11-03,"Management & Fit​",2200,"Otros - Blanco - Indecisos",19.5
2022-10-29,"Opinaia​",2000,"Revolucion ciudadana",24
2022-10-29,"Opinaia​",2000,"Avanza",21
2022-10-29,"Opinaia​",2000,"Unidad popular",23
2022-10-29,"Opinaia​",2000,"Movimiento construye",NA
2022-10-29,"Opinaia​",2000,"Movimiento Reto",2
2022-10-29,"Opinaia​",2000,"Otros - Blanco - Indecisos",21
2022-10-28,"PGD Consultores​",2400,"Revolucion ciudadana",25
2022-10-28,"PGD Consultores​",2400,"Avanza",26
2022-10-28,"PGD Consultores​",2400,"Unidad popular",18
2022-10-28,"PGD Consultores​",2400,"Movimiento construye",NA
2022-10-28,"PGD Consultores​",2400,"Movimiento Reto",NA
2022-10-28,"PGD Consultores​",2400,"Otros - Blanco - Indecisos",22
2022-10-21,"Cuenca consultores",2400,"Revolucion ciudadana",23.2
2022-10-21,"Cuenca consultores",2400,"Avanza",20.7
2022-10-21,"Cuenca consultores",2400,"Unidad popular",15
2022-10-21,"Cuenca consultores",2400,"Movimiento construye",NA
2022-10-21,"Cuenca consultores",2400,"Movimiento Reto",NA
2022-10-21,"Cuenca consultores",2400,"Otros - Blanco - Indecisos",32
2022-10-19,"Solmoirago​",1800,"Revolucion ciudadana",22.8
2022-10-19,"Solmoirago​",1800,"Avanza",24.4
2022-10-19,"Solmoirago​",1800,"Unidad popular",16.3
2022-10-19,"Solmoirago​",1800,"Movimiento construye",NA
2022-10-19,"Solmoirago​",1800,"Movimiento Reto",2.3
2022-10-19,"Solmoirago​",1800,"Otros - Blanco - Indecisos",25.2
2022-10-16,"Ricardo Rouvier & Asociados​",1200,"Revolucion ciudadana",26.9
2022-10-16,"Ricardo Rouvier & Asociados​",1200,"Avanza",29
2022-10-16,"Ricardo Rouvier & Asociados​",1200,"Unidad popular",14
2022-10-16,"Ricardo Rouvier & Asociados​",1200,"Movimiento construye",NA
2022-10-16,"Ricardo Rouvier & Asociados​",1200,"Movimiento Reto",4.7
2022-10-16,"Ricardo Rouvier & Asociados​",1200,"Otros - Blanco - Indecisos",16.4
2022-10-14,"Reale Dalla Torre​",1250,"Revolucion ciudadana",29.1
2022-10-14,"Reale Dalla Torre​",1250,"Avanza",28.6
2022-10-14,"Reale Dalla Torre​",1250,"Unidad popular",22
2022-10-14,"Reale Dalla Torre​",1250,"Movimiento construye",NA
2022-10-14,"Reale Dalla Torre​",1250,"Movimiento Reto",2.7
2022-10-14,"Reale Dalla Torre​",1250,"Otros - Blanco - Indecisos",8.6
2022-10-14,"IPD​",1043,"Revolucion ciudadana",29
2022-10-14,"IPD​",1043,"Avanza",25
2022-10-14,"IPD​",1043,"Unidad popular",19
2022-10-14,"IPD​",1043,"Movimiento construye",NA
2022-10-14,"IPD​",1043,"Movimiento Reto",5
2022-10-14,"IPD​",1043,"Otros - Blanco - Indecisos",13
2022-10-10,"Giacobbe & Asociados​",2500,"Revolucion ciudadana",15.5
2022-10-10,"Giacobbe & Asociados​",2500,"Avanza",23.8
2022-10-10,"Giacobbe & Asociados​",2500,"Unidad popular",23.6
2022-10-10,"Giacobbe & Asociados​",2500,"Movimiento construye",NA
2022-10-10,"Giacobbe & Asociados​",2500,"Movimiento Reto",2.1
2022-10-10,"Giacobbe & Asociados​",2500,"Otros - Blanco - Indecisos",26
2022-09-07,"Aresco​",1200,"Revolucion ciudadana",32.2
2022-09-07,"Aresco​",1200,"Avanza",26
2022-09-07,"Aresco​",1200,"Unidad popular",19.1
2022-09-07,"Aresco​",1200,"Movimiento construye",NA
2022-09-07,"Aresco​",1200,"Movimiento Reto",NA
2022-09-07,"Aresco​",1200,"Otros - Blanco - Indecisos",13.7
2022-09-28,"Management & Fit​",1800,"Revolucion ciudadana",27
2022-09-28,"Management & Fit​",1800,"Avanza",23.9
2022-09-28,"Management & Fit​",1800,"Unidad popular",8.9
2022-09-28,"Management & Fit​",1800,"Movimiento construye",NA
2022-09-28,"Management & Fit​",1800,"Movimiento Reto",5.8
2022-09-28,"Management & Fit​",1800,"Otros - Blanco - Indecisos",20.6
2022-09-26,"Fixer​",1446,"Revolucion ciudadana",25
2022-09-26,"Fixer​",1446,"Avanza",36
2022-09-26,"Fixer​",1446,"Unidad popular",17
2022-09-26,"Fixer​",1446,"Movimiento construye",NA
2022-09-26,"Fixer​",1446,"Movimiento Reto",2
2022-09-26,"Fixer​",1446,"Otros - Blanco - Indecisos",11
2022-09-22,"Opinaia​",2000,"Revolucion ciudadana",28
2022-09-22,"Opinaia​",2000,"Avanza",19
2022-09-22,"Opinaia​",2000,"Unidad popular",23
2022-09-22,"Opinaia​",2000,"Movimiento construye",NA
2022-09-22,"Opinaia​",2000,"Movimiento Reto",3
2022-09-22,"Opinaia​",2000,"Otros - Blanco - Indecisos",18
2022-09-19,"IPD​",1028,"Revolucion ciudadana",25
2022-09-19,"IPD​",1028,"Avanza",22
2022-09-19,"IPD​",1028,"Unidad popular",19
2022-09-19,"IPD​",1028,"Movimiento construye",NA
2022-09-19,"IPD​",1028,"Movimiento Reto",4
2022-09-19,"IPD​",1028,"Otros - Blanco - Indecisos",21
2022-09-17,"Federico González & Asociados​",800,"Revolucion ciudadana",24.3
2022-09-17,"Federico González & Asociados​",800,"Avanza",23.4
2022-09-17,"Federico González & Asociados​",800,"Unidad popular",17.4
2022-09-17,"Federico González & Asociados​",800,"Movimiento construye",NA
2022-09-17,"Federico González & Asociados​",800,"Movimiento Reto",3.5
2022-09-17,"Federico González & Asociados​",800,"Otros - Blanco - Indecisos",18.8
2022-09-17,"PGD Consultores​",1600,"Revolucion ciudadana",26
2022-09-17,"PGD Consultores​",1600,"Avanza",24
2022-09-17,"PGD Consultores​",1600,"Unidad popular",16
2022-09-17,"PGD Consultores​",1600,"Movimiento construye",NA
2022-09-17,"PGD Consultores​",1600,"Movimiento Reto",NA
2022-09-17,"PGD Consultores​",1600,"Otros - Blanco - Indecisos",25
2022-09-15,"Opina Argentina​",1000,"Revolucion ciudadana",25
2022-09-15,"Opina Argentina​",1000,"Avanza",23
2022-09-15,"Opina Argentina​",1000,"Unidad popular",18
2022-09-15,"Opina Argentina​",1000,"Movimiento construye",NA
2022-09-15,"Opina Argentina​",1000,"Movimiento Reto",3
2022-09-15,"Opina Argentina​",1000,"Otros - Blanco - Indecisos",22
2022-09-14,"Ricardo Rouvier & Asociados​",1200,"Revolucion ciudadana",29.6
2022-09-14,"Ricardo Rouvier & Asociados​",1200,"Avanza",23.4
2022-09-14,"Ricardo Rouvier & Asociados​",1200,"Unidad popular",20.1
2022-09-14,"Ricardo Rouvier & Asociados​",1200,"Movimiento construye",NA
2022-09-14,"Ricardo Rouvier & Asociados​",1200,"Movimiento Reto",4.6
2022-09-14,"Ricardo Rouvier & Asociados​",1200,"Otros - Blanco - Indecisos",13.3
2022-09-07,"Zuban Córdoba & Asociados​",1200,"Revolucion ciudadana",25.9
2022-09-07,"Zuban Córdoba & Asociados​",1200,"Avanza",24.5
2022-09-07,"Zuban Córdoba & Asociados​",1200,"Unidad popular",24.6
2022-09-07,"Zuban Córdoba & Asociados​",1200,"Movimiento construye",NA
2022-09-07,"Zuban Córdoba & Asociados​",1200,"Movimiento Reto",2.5
2022-09-07,"Zuban Córdoba & Asociados​",1200,"Otros - Blanco - Indecisos",13.5
2022-09-03,"GOP y Trespuntozero​",1650,"Revolucion ciudadana",30.5
2022-09-03,"GOP y Trespuntozero​",1650,"Avanza",30.1
2022-09-03,"GOP y Trespuntozero​",1650,"Unidad popular",21.8
2022-09-03,"GOP y Trespuntozero​",1650,"Movimiento construye",NA
2022-09-03,"GOP y Trespuntozero​",1650,"Movimiento Reto",0.9
2022-09-03,"GOP y Trespuntozero​",1650,"Otros - Blanco - Indecisos",7.7
2022-08-24,"Opinaia​",2000,"Revolucion ciudadana",28
2022-08-24,"Opinaia​",2000,"Avanza",21
2022-08-24,"Opinaia​",2000,"Unidad popular",20
2022-08-24,"Opinaia​",2000,"Movimiento construye",NA
2022-08-24,"Opinaia​",2000,"Movimiento Reto",2
2022-08-24,"Opinaia​",2000,"Otros - Blanco - Indecisos",20
2022-08-22,"Escenarios​",2224,"Revolucion ciudadana",19
2022-08-22,"Escenarios​",2224,"Avanza",27.3
2022-08-22,"Escenarios​",2224,"Unidad popular",13.4
2022-08-22,"Escenarios​",2224,"Movimiento construye",NA
2022-08-22,"Escenarios​",2224,"Movimiento Reto",1.3
2022-08-22,"Escenarios​",2224,"Otros - Blanco - Indecisos",30.1
2022-08-15,"Synopsis​",1388,"Revolucion ciudadana",24.4
2022-08-15,"Synopsis​",1388,"Avanza",27.4
2022-08-15,"Synopsis​",1388,"Unidad popular",19.4
2022-08-15,"Synopsis​",1388,"Movimiento construye",NA
2022-08-15,"Synopsis​",1388,"Movimiento Reto",4.9
2022-08-15,"Synopsis​",1388,"Otros - Blanco - Indecisos",14.9
2022-08-13,"Ricardo Rouvier & Asociados​",1200,"Revolucion ciudadana",27.9
2022-08-13,"Ricardo Rouvier & Asociados​",1200,"Avanza",23.9
2022-08-13,"Ricardo Rouvier & Asociados​",1200,"Unidad popular",23.1
2022-08-13,"Ricardo Rouvier & Asociados​",1200,"Movimiento construye",NA
2022-08-13,"Ricardo Rouvier & Asociados​",1200,"Movimiento Reto",3.5
2022-08-13,"Ricardo Rouvier & Asociados​",1200,"Otros - Blanco - Indecisos",12.6
2022-08-10,"PGD Consultores​",1500,"Revolucion ciudadana",27
2022-08-10,"PGD Consultores​",1500,"Avanza",26
2022-08-10,"PGD Consultores​",1500,"Unidad popular",18
2022-08-10,"PGD Consultores​",1500,"Movimiento construye",NA
2022-08-10,"PGD Consultores​",1500,"Movimiento Reto",5
2022-08-10,"PGD Consultores​",1500,"Otros - Blanco - Indecisos",15
2022-07-30,"Giacobbe & Asociados​",3000,"Revolucion ciudadana",17.8
2022-07-30,"Giacobbe & Asociados​",3000,"Avanza",25.9
2022-07-30,"Giacobbe & Asociados​",3000,"Unidad popular",20.2
2022-07-30,"Giacobbe & Asociados​",3000,"Movimiento construye",NA
2022-07-30,"Giacobbe & Asociados​",3000,"Movimiento Reto",NA
2022-07-30,"Giacobbe & Asociados​",3000,"Otros - Blanco - Indecisos",24.1
2022-07-28,"Quito encuestas",3075,"Revolucion ciudadana",24.1
2022-07-28,"Quito encuestas",3075,"Avanza",25.5
2022-07-28,"Quito encuestas",3075,"Unidad popular",14.5
2022-07-28,"Quito encuestas",3075,"Movimiento construye",NA
2022-07-28,"Quito encuestas",3075,"Movimiento Reto",NA
2022-07-28,"Quito encuestas",3075,"Otros - Blanco - Indecisos",26.9
2022-07-26,"Zuban Córdoba & Asociados​",1300,"Revolucion ciudadana",28.7
2022-07-26,"Zuban Córdoba & Asociados​",1300,"Avanza",25.6
2022-07-26,"Zuban Córdoba & Asociados​",1300,"Unidad popular",21
2022-07-26,"Zuban Córdoba & Asociados​",1300,"Movimiento construye",NA
2022-07-26,"Zuban Córdoba & Asociados​",1300,"Movimiento Reto",4.3
2022-07-26,"Zuban Córdoba & Asociados​",1300,"Otros - Blanco - Indecisos",11.4
2022-07-26,"Opinaia​",2400,"Revolucion ciudadana",27
2022-07-26,"Opinaia​",2400,"Avanza",21
2022-07-26,"Opinaia​",2400,"Unidad popular",18
2022-07-26,"Opinaia​",2400,"Movimiento construye",NA
2022-07-26,"Opinaia​",2400,"Movimiento Reto",3
2022-07-26,"Opinaia​",2400,"Otros - Blanco - Indecisos",22
2022-07-22,"Cuenca consultores",1860,"Revolucion ciudadana",21
2022-07-22,"Cuenca consultores",1860,"Avanza",20.3
2022-07-22,"Cuenca consultores",1860,"Unidad popular",13.6
2022-07-22,"Cuenca consultores",1860,"Movimiento construye",NA
2022-07-22,"Cuenca consultores",1860,"Movimiento Reto",3
2022-07-22,"Cuenca consultores",1860,"Otros - Blanco - Indecisos",32.99
2022-07-18,"Solmoirago​",1800,"Revolucion ciudadana",26
2022-07-18,"Solmoirago​",1800,"Avanza",32.1
2022-07-18,"Solmoirago​",1800,"Unidad popular",15.7
2022-07-18,"Solmoirago​",1800,"Movimiento construye",NA
2022-07-18,"Solmoirago​",1800,"Movimiento Reto",1.4
2022-07-18,"Solmoirago​",1800,"Otros - Blanco - Indecisos",15.8
2022-07-12,"Reale Dalla Torre​",1185,"Revolucion ciudadana",31.3
2022-07-12,"Reale Dalla Torre​",1185,"Avanza",31.3
2022-07-12,"Reale Dalla Torre​",1185,"Unidad popular",18.7
2022-07-12,"Reale Dalla Torre​",1185,"Movimiento construye",NA
2022-07-12,"Reale Dalla Torre​",1185,"Movimiento Reto",5.1
2022-07-12,"Reale Dalla Torre​",1185,"Otros - Blanco - Indecisos",4.6
2022-07-12,"Ricardo Rouvier & Asociados​",1200,"Revolucion ciudadana",28.6
2022-07-12,"Ricardo Rouvier & Asociados​",1200,"Avanza",23.1
2022-07-12,"Ricardo Rouvier & Asociados​",1200,"Unidad popular",22.8
2022-07-12,"Ricardo Rouvier & Asociados​",1200,"Movimiento construye",NA
2022-07-12,"Ricardo Rouvier & Asociados​",1200,"Movimiento Reto",3
2022-07-12,"Ricardo Rouvier & Asociados​",1200,"Otros - Blanco - Indecisos",13.5
2022-07-11,"Synopsis​",1330,"Revolucion ciudadana",21.2
2022-07-11,"Synopsis​",1330,"Avanza",29.5
2022-07-11,"Synopsis​",1330,"Unidad popular",18.2
2022-07-11,"Synopsis​",1330,"Movimiento construye",NA
2022-07-11,"Synopsis​",1330,"Movimiento Reto",4.4
2022-07-11,"Synopsis​",1330,"Otros - Blanco - Indecisos",17.7
